,cleaned_cs,changing topics,making a joke,quoting,borrowing,translations,giving a command,using a filler,exasperation,happiness,proper nouns,surprise,bert_ready
426,*MAR:está@s:spa de@s:spa lo@s:spa más@s:spa clean . _*MAR:[- spa] tú viste ? _*MAR:[- spa] no yo también estoy echando el ojo . _*MAR:[- spa] xxx &pss pa(ra) la basura . _,0,0,0,1,0,0,0,0,0,0,0,está de lo más clean tú viste no yo también estoy echando el ojo pss pa la basura
427,*MAR:[- spa] y me digan algo . _*MAR:[- spa] que me vengan . _*MAR:[- spa] bueno . _*OSE:www .*MAR:<I think> [/] I think xxx cleaned it the other day . _,1,0,0,0,0,0,1,0,0,0,0,y me digan algo que me vengan bueno I think I think cleaned it the other day
428,*MAR:you know ? _*MAR:it's like (.) guys please . _*OSE:www .*MAR:they are totally wrong . _*MAR:ay@s:spa Mike@s:eng&spa . _*MAR:he'll never know . _*MAR:oh@s:eng&spa they're in jail . _,0,0,0,0,0,0,1,1,0,0,0,you know it's like guys please they are totally wrong ay Mike he'll never know oh they're in jail
429,*MAR:(be)cause I was just gonna see if you wanna make a copy (be)cause I have to make +//. _*MAR:o_k@s:eng&spa . _*OSE:www .*MAR:Gerardo@s:eng&spa . _*OSE:www .*MAR:what is she laughing about ? _*OSE:www .,0,0,0,0,0,0,0,0,0,1,0,cause I was just gonna see if you wanna make a copy cause I have to make o k Gerardo what is she laughing about
430,*OSE:www .*MAR:I'm copying . _*OSE:www .*MAR:there is uh tomato soup (.) and three croquetas@s:spa . _*MAR:xxx black bag . _*MAR:there's more croquetas@s:spa . _,0,0,0,1,0,0,0,0,0,0,0,I'm copying there is uh tomato soup and three croquetas black bag there's more croquetas
431,*MAR:no problem . _*OSE:www .*MAR:sneak in when you can . _*OSE:www .*MAR:ah@s:eng&spa ah@s:eng&spa . _*OSE:www .*MAR:did you ask ? _*OSE:www .,0,0,0,0,0,0,1,0,0,0,0,no problem sneak in when you can ah ah did you ask
432,*MAR:&=cough . _*MAR:&=laugh . _*OSE:www .*MAR:did you ask ? _*MAR:ay@s:spa I know . _*OSE:www .@End,0,0,0,0,0,0,1,1,0,0,0,did you ask ay I know
433,*MIG:o sea tampoco así pues porque los majes se han aislado completamente pero +... _*MIG:+< pues sí . _*TOM:está well@s:eng (.) estoy de acuerdo . _*MIG:&=mumbles y el trabajo como va al fin ya [/] ya te fuiste del +... _,0,0,0,0,0,0,1,0,0,0,0,o sea tampoco así pues porque los majes se han aislado completamente pero pues sí está well estoy de acuerdo y el trabajo como va al fin ya ya te fuiste del
434,*TOM:+< está rebien . _*MIG:+< qué de a cachimba ! _*MIG:yo apliqué online@s:eng&spa . _*MIG:apliqué con este maje de [/] de Ryan@s:eng&spa me ayudó por teléfono . _,0,0,0,1,0,0,0,0,0,1,0,está rebien qué de a cachimba yo apliqué online apliqué con este maje de de Ryan me ayudó por teléfono
435,*MIG:sí estuve en el teléfono con [/] con Laian un cachimbo tiempo bróder . _*MIG:&ai qué boluda pero un cachimbo de paso . _*MIG:y al fin no ibas a entrar en Américan@s:eng&spa Airlines@s:eng&spa o algo así ? _*TOM:&co <acuérdate que> [//] es que brother@s:eng mira . _,0,0,0,1,0,1,0,0,0,1,0,sí estuve en el teléfono con con Laian un cachimbo tiempo bróder ai qué boluda pero un cachimbo de paso y al fin no ibas a entrar en Américan Airlines o algo así co acuérdate que es que brother mira
436,*TOM:+< pagan bien . _*MIG:me entendés pero &=mumble . _*TOM:sólo pagas taxes@s:eng +//. _*MIG:ah huevo . _,0,0,0,1,0,0,0,0,0,0,0,pagan bien me entendés pero sólo pagas taxes ah huevo
437,*MIG:se llama Moncho@s:eng&spa el maje . _*MIG:no [/] no [/] no se llama pues [?] enfrente donde Manu@s:eng&spa . _*MIG:el otro maje que andaba ahí con nosotros en Bahama_Breeze@s:eng&spa . _*MIG:y ahí estuvimos pues . _,0,0,0,0,0,0,0,0,0,1,0,se llama Moncho el maje no no no se llama pues enfrente donde Manu el otro maje que andaba ahí con nosotros en Bahama Breeze y ahí estuvimos pues
438,*MIG:entonces pero igual ahí me quedé a dormir . _*MIG:pues supuestamente íbamos a tapinear pero al final yo [/] yo no tomé pues . _*MIG:y ahí estuvimos pues toda toda la tarde y toda la noche pues jugando board@s:eng games@s:eng y [/] y jodiendo . _*MIG:me entendés ? _,0,0,0,1,0,0,0,0,0,0,0,entonces pero igual ahí me quedé a dormir pues supuestamente íbamos a tapinear pero al final yo yo no tomé pues y ahí estuvimos pues toda toda la tarde y toda la noche pues jugando board games y y jodiendo me entendés
439,*TOM:xxx no vos [/] vos conocés a Landew@s:eng&spa pues el maje bajó de pues anda aquí de pues en un break@s:eng . _*MIG:&um y vos qué hiciste ? _*TOM:&=laugh . _*MIG:mmhm@s:eng . _*TOM:y entonces salimos la novia él yo dos amigas y el [/] el primo de él . _,1,1,0,1,0,0,1,0,0,1,0,no vos vos conocés a Landew pues el maje bajó de pues anda aquí de pues en un break um y vos qué hiciste mmhm y entonces salimos la novia él yo dos amigas y el el primo de él
440,*MIG:mmhm@s:eng . _*TOM:y vino con la novia . _*TOM:viste pues fuimos al mall@s:eng . _*TOM:y después fuimos a un house_party@s:eng en la casa de un amigo de él . _,1,0,0,1,0,0,1,0,0,0,0,mmhm y vino con la novia viste pues fuimos al mall y después fuimos a un house party en la casa de un amigo de él
441,*TOM:no hice nada del otro mundo . _*TOM:nada del otro mundo la verdad . _*MIG:ya y no <has hablado> [/] no has hablado con la Lea@s:eng&spa +... _*TOM:hablé con la Lea el sábado que me llamó para putearnos porque no fui a la fiesta de Din@s:eng&spa [?] . _,0,0,0,0,0,0,0,0,0,1,0,no hice nada del otro mundo nada del otro mundo la verdad ya y no has hablado no has hablado con la Lea hablé con la Lea el sábado que me llamó para putearnos porque no fui a la fiesta de Din
442,*MIG:ya [/] yo no he hablado con ella desde [/] <de cuando> [//] de la vez de Bahama_Brize@s:eng&spa . _*TOM:xxx la verdad es que no tenía ganas de ir . _*MIG:like@s:eng literally@s:eng <para nada> [/] <para nada> [/] para nada he hablado con ella +/. _*TOM:+< ella está clavada con [/] con su Ruto@s:eng&spa . _,1,0,0,0,0,0,1,0,0,0,0,ya yo no he hablado con ella desde de cuando de la vez de Bahama Brize la verdad es que no tenía ganas de ir like literally para nada para nada para nada he hablado con ella ella está clavada con con su Ruto
443,*TOM:en serio ? _*MIG:ya [/] yo no he hablado con ella desde [/] <de cuando> [//] de la vez de Bahama_Brize@s:eng&spa . _*TOM:+< ella está clavada con [/] con su Ruto@s:eng&spa . _%com:Ruto - es el nombre de una persona?*MIG:ni chat@s:eng&spa ni na(da) . _,0,0,0,1,0,0,0,0,0,0,0,ni chat ni nada
444,*TOM:a mí no me cae muy bien . _*MIG:y [/] y a mí pues que el Ruto@s:eng&spa <no me> [/] no me no sé lo mastico pero no me lo trago . _*TOM:+< ni Fred@s:eng&spa . _*MIG:&a ? _*TOM:ni Fred@s:eng&spa . _,0,0,0,0,0,0,0,0,0,1,0,a mí no me cae muy bien y y a mí pues que el Ruto no me no me no sé lo mastico pero no me lo trago ni Fred a ni Fred
445,*TOM:ni Fred@s:eng&spa . _*MIG:&a ? _*TOM:+< ni Fred@s:eng&spa . _*MIG:pues yo a Fred@s:eng&spa tengo siglos de conocerlo . _*MIG:yo lo conozco desde high_school@s:eng me entendés . _,0,0,0,1,0,0,1,0,0,1,0,ni Fred a ni Fred pues yo a Fred tengo siglos de conocerlo yo lo conozco desde high school me entendés
446,*MIG:no sé pues . _*MIG:y como que +... _*MIG:si [//] if@s:eng it's@s:eng good@s:eng for@s:eng her@s:eng . _*MIG:me entendés le +... _,1,0,0,0,0,0,1,0,0,0,0,no sé pues y como que si if it's good for her me entendés le
447,*TOM:y pues si si el maje la corta la Lea se va ahuevar . _*TOM:xxx porque vos sabés que la Lea es bien sensible bien sentimental . _*MIG:like@s:eng no sé pues <como que> [/] como que se está alejando de mí la maje por [/] por salir con el maje me entendés . _*TOM:sí . _,0,0,0,0,0,0,1,0,0,0,0,y pues si si el maje la corta la Lea se va ahuevar porque vos sabés que la Lea es bien sensible bien sentimental like no sé pues como que como que se está alejando de mí la maje por por salir con el maje me entendés sí
448,*MIG:entonces es como que +... _*TOM:sí . _*MIG:she@s:eng knows@s:eng de que I'm@s:eng gonna@s:eng be@s:eng here@s:eng whenever@s:eng she@s:eng needs@s:eng me@s:eng pues pero +... _*TOM:<a huevo> [?] . _,1,0,0,0,0,0,1,0,0,0,0,entonces es como que sí she knows de que I'm gonna be here whenever she needs me pues pero a huevo
449,*MIG:pero no sé o sea . _*TOM:<a huevo> [?] . _*TOM:ah@s:eng&spa huevo . _*MIG:y entonces pues supuestamente el plan de [//] del día de Bahama_Breeze@s:eng&spa era que íbamos a salir todos juntos me entendés ? _,0,0,0,0,0,0,0,0,0,1,0,pero no sé o sea a huevo ah huevo y entonces pues supuestamente el plan de del día de Bahama Breeze era que íbamos a salir todos juntos me entendés
450,*TOM:ah@s:eng&spa huevo . _*MIG:y entonces to(do) [/] todo de a verga pues . _*MIG:pero después la maje como que no sé me estoy desanimando hagamos algo chill@s:eng . _*MIG:y yo ok@s:eng&spa pues . _,0,0,1,1,0,0,1,0,0,0,0,ah huevo y entonces todo todo de a verga pues pero después la maje como que no sé me estoy desanimando hagamos algo chill y yo ok pues
451,"*MIG:+"" a ver qué ? _*MIG:le digo +"". _*MIG:me dice Step_Up_Two@s:eng&spa +"". _*MIG:y esa película pues para nada que me llama la atención . _",0,0,0,0,0,0,0,0,0,1,0,a ver qué le digo me dice Step Up Two y esa película pues para nada que me llama la atención
452,"*MIG:le digo +"". _*MIG:+"" al final creo que termi(na)ría [/] terminaría yendo a ver Step_up_two@s:eng&spa . _*MIG:y pues you@s:eng know@s:eng what@s:eng I@s:eng think@s:eng . _*MIG:le digo entonces +"". _",1,0,0,0,0,0,1,0,0,1,0,le digo al final creo que terminaría terminaría yendo a ver Step up two y pues you know what I think le digo entonces
453,"*MIG:entonces (.) le digo +""/. _*MIG:like@s:eng para sentirme incómodo para qué me entendés . _*MIG:y la maje como que ah ok@s:eng&spa que no sé qué . _*MIG:y &aei nunca más ni me volvió a escribir . _",1,0,1,0,0,0,1,0,0,0,0,entonces le digo like para sentirme incómodo para qué me entendés y la maje como que ah ok que no sé qué y aei nunca más ni me volvió a escribir
454,*TOM:es que mira yo te digo sinceramente o sea con la carrera (.) que estás llevando en Nicaragua@s:eng&spa no xxx +/. _*MIG:no sé fíjate ya +... _*TOM:&um ? _*MIG:o sea es que el no sé like@s:eng están pasando un montón de cosas en mi vida ahorita . _*MIG:es que como que me e(stán) [/] están cambiando mi [/] mi [/] mi [/] mi vida y mi rumbo me entendés entonces +... _,0,0,0,0,0,0,1,0,0,0,0,es que mira yo te digo sinceramente o sea con la carrera que estás llevando en Nicaragua no no sé fíjate ya um o sea es que el no sé like están pasando un montón de cosas en mi vida ahorita es que como que me están están cambiando mi mi mi mi vida y mi rumbo me entendés entonces
455,*TOM:yo soy de la opinión pues de que la verdad que con te iría mejor aquí . _*MIG:es que como que me e(stán) [/] están cambiando mi [/] mi [/] mi [/] mi vida y mi rumbo me entendés entonces +... _*TOM:+< pero te vas a ir todo el summer@s:eng para allá . _*MIG:no no no no creo . _,0,0,0,1,0,0,0,0,0,0,0,yo soy de la opinión pues de que la verdad que con te iría mejor aquí es que como que me están están cambiando mi mi mi mi vida y mi rumbo me entendés entonces pero te vas a ir todo el summer para allá no no no no creo
456,*TOM:tal vez no sé . _*TOM:no yo sé pero te digo o sea <algo ya> [//] ya en tu carrera me entendés ? _*MIG:I@s:eng would@s:eng rather@s:eng dejar mi carrera a un lado por quedarme en Univisión@s:eng&spa me entendés like@s:eng +... _*TOM:sí bueno tal vez podés hacer se pueda hacer con Univisión@s:eng&spa me entendés . _,1,0,0,0,0,0,1,0,0,0,0,tal vez no sé no yo sé pero te digo o sea algo ya ya en tu carrera me entendés I would rather dejar mi carrera a un lado por quedarme en Univisión me entendés like sí bueno tal vez podés hacer se pueda hacer con Univisión me entendés
457,*MIG:o sea igual en Univisión@s:eng&spa lo que estoy haciendo es programas de cocina y eso ideay [?] . _*TOM:tal vez no sé . _*TOM:sí bueno tal vez podés hacer se pueda hacer con Univisión@s:eng&spa me entendés . _*MIG:mmhm@s:eng pues a huevo . _,0,0,0,0,0,0,1,0,0,0,0,o sea igual en Univisión lo que estoy haciendo es programas de cocina y eso ideay tal vez no sé sí bueno tal vez podés hacer se pueda hacer con Univisión me entendés mmhm pues a huevo
458,*TOM:xxx ahí vi que ah conociste a los de Rebelde@s:eng&spa . _*MIG:mmhm@s:eng pues a huevo . _*MIG:ah sí viste [/] viste las fotos en [/] en [/] en Facebook@s:eng&spa . _*TOM:+< sí . _,0,0,0,0,0,0,1,0,0,1,0,ahí vi que ah conociste a los de Rebelde mmhm pues a huevo ah sí viste viste las fotos en en en Facebook sí
459,*MIG:pero siempre andan como con &kini mil seguridad bróder . _*MIG:no es que lo que pasa es de que o sea los majes siempre llegan . _*MIG:entonces they@s:eng were@s:eng like@s:eng more@s:eng available@s:eng . _*MIG:entonces pude tomar fotos pero la cámara siempre le anda +... _,1,0,0,0,0,0,0,0,0,0,0,pero siempre andan como con kini mil seguridad bróder no es que lo que pasa es de que o sea los majes siempre llegan entonces they were like more available entonces pude tomar fotos pero la cámara siempre le anda
460,*TOM:+< hagamos algo ? _*MIG:no sé pues todavía estamos viendo como qué vamos a hacer Manu@s:eng&spa y Filberto@s:eng&spa el &l +//. _*MIG:we@s:eng wanna@s:eng do@s:eng like@s:eng algo bacanal me entendés vamos +... _*TOM:a huevo . _,1,0,0,1,0,0,0,0,0,0,0,hagamos algo no sé pues todavía estamos viendo como qué vamos a hacer Manu y Filberto el l we wanna do like algo bacanal me entendés vamos a huevo
461,*MIG:o no sé . _*MIG:creo que we@s:eng are@s:eng gonna@s:eng get@s:eng together@s:eng aquí en mi casa . _*MIG:you@s:eng know@s:eng you@s:eng are@s:eng welcome@s:eng pues . _*TOM:claro gracias [/] gracias . _,1,0,0,0,0,0,1,0,1,0,0,o no sé creo que we are gonna get together aquí en mi casa you know you are welcome pues claro gracias gracias
462,*TOM:+< algo [/] algo bacanal . _*MIG:porque estos majes están como que queremos ir a bailar queremos ir a [/] a un [/] un solo desturque . _*MIG:and@s:eng I'm@s:eng like@s:eng fine@s:eng pues . _*MIG:porque yo tengo siglos de no ir a [/] <a ba(ilar)> [/] a bailar me entendés . _,1,0,1,0,0,0,1,0,0,0,0,algo algo bacanal porque estos majes están como que queremos ir a bailar queremos ir a a un un solo desturque and I'm like fine pues porque yo tengo siglos de no ir a a bailar a bailar me entendés
463,*TOM:yo creo un día de estos viene uno de mis mejores amigos de Nicaragua@s:eng&spa . _*TOM:pues todavía no [/] no tengo ningún plan específico . _*MIG:Pocket_Person@s:eng&spa ! _*TOM:Pocket_Person@s:eng&spa ese es [?] . _,0,0,0,0,0,0,0,0,0,1,0,yo creo un día de estos viene uno de mis mejores amigos de Nicaragua pues todavía no no tengo ningún plan específico Pocket Person Pocket Person ese es
464,*TOM:también es uno de mis mejores amigos . _*TOM:divertidísimo buenísimo es él . _*MIG:a huevo entonces creo que yo lo tengo en mi Facebook@s:eng&spa Armando@s:eng&spa Cura@s:eng&spa no ? _*TOM:sí Armando@s:eng&spa Cura@s:eng&spa . _,0,0,0,0,0,0,0,0,0,1,0,también es uno de mis mejores amigos divertidísimo buenísimo es él a huevo entonces creo que yo lo tengo en mi Facebook Armando Cura no sí Armando Cura
465,*MIG:&ah viene por poquito viene . _*TOM:creo que viene por diez días . _*TOM:sólo viene a pasar el spring_break@s:eng y +... _*MIG:ah pues semana santa no ? _,0,0,0,1,1,0,1,0,0,0,0,ah viene por poquito viene creo que viene por diez días sólo viene a pasar el spring break y ah pues semana santa no
466,*MIG:&ah o sea en diciembre que me lo encontré en Nicaragua el maje andaba de vacaciones ? _*TOM:sí . _*TOM:el estudia <en el> [/] en el Instituto_tecnológico_de_Monterrey@s:eng&spa . _*MIG:a qué de verga pues no sé . _,0,0,0,0,0,0,0,0,0,1,0,ah o sea en diciembre que me lo encontré en Nicaragua el maje andaba de vacaciones sí el estudia en el en el Instituto tecnológico de Monterrey a qué de verga pues no sé
467,*MIG:<y a ver pues> [//] a ver qué onda pues que [/] que demos una salidita no sé . _*TOM:xxx . _*MIG:sa(b)es no es uno de mis países (.) uhuh@s:eng (.) pero que de a verga pues y [/] y +... _*TOM:xxx y uno de mis mejores amigos de Nicaragua Rober@s:eng&spa . _*MIG:+< aha@s:eng&spa . _,0,0,0,0,0,0,0,0,0,1,0,y a ver pues a ver qué onda pues que que demos una salidita no sé sabes no es uno de mis países uhuh pero que de a verga pues y y y uno de mis mejores amigos de Nicaragua Rober aha
468,*MIG:le contar a mis bróder pa(ra) ver se van a cagar de la risa cuando les cuente . _*MIG:<y a ver pues> [//] a ver qué onda pues que [/] que demos una salidita no sé . _*TOM:xxx . _*MIG:+< aha@s:eng&spa . _*TOM:el maje se va a venir a vivir aquí porque él estudiaba en el Lincoln +/. _,0,0,0,0,0,0,0,0,0,1,0,le contar a mis bróder para ver se van a cagar de la risa cuando les cuente y a ver pues a ver qué onda pues que que demos una salidita no sé aha el maje se va a venir a vivir aquí porque él estudiaba en el Lincoln
469,*MIG:déjame ver si lo tengo . _*TOM:no no creo que lo conozcas ? _*TOM:lo tengo &e <si te vas> [//] si ves en mi Facebook@s:eng&spa él es el número uno . _*TOM:aquí está +/. _,0,0,0,0,0,0,0,0,0,1,0,déjame ver si lo tengo no no creo que lo conozcas lo tengo e si te vas si ves en mi Facebook él es el número uno aquí está
470,"*TOM:por estar bebiendo guaro claro . _*MIG:por estar qué ? _*TOM:+"" pues mira te [//] vas a tener que hacer home_school@s:eng . _*TOM:le dicen +""/. _",0,0,0,1,0,0,0,0,0,0,0,por estar bebiendo guaro claro por estar qué pues mira te vas a tener que hacer home school le dicen
471,"*MIG:me dice +""/. _*MIG:+"" me voy a ir a fuera . _*MIG:pues como que vos sabés que por lo general cuando hay una persona que [/] que [/] que no habla español it's@s:eng kind@s:eng of@s:eng rude@s:eng de que te pongas a hablar en [/] en español pues o sea +... _*TOM:+< sí . _",1,0,0,0,0,0,0,1,0,0,0,me dice me voy a ir a fuera pues como que vos sabés que por lo general cuando hay una persona que que que no habla español it's kind of rude de que te pongas a hablar en en español pues o sea sí
472,*MIG:puede ser . _*TOM:de que alguien xxx español para xxx par(a) [/] par(a) [/] para ayudar a dar clases o algo así . _*MIG:o tal vez están developing@s:eng un curso nuevo o algo así . _*MIG:qué sé yo . _,0,0,0,1,0,0,0,0,0,0,0,puede ser de que alguien español para para para para ayudar a dar clases o algo así o tal vez están developing un curso nuevo o algo así qué sé yo
473,*MIG:o tal vez están developing@s:eng un curso nuevo o algo así . _*MIG:tal vez están tratando de [/] de ver cómo [/] cómo se comunica la gente me entendés para [/] para dar una clase platicada . _*MIG:el maje me dijo que trabajaba para [/] para no sé que no sé qué compañía que hace research@s:eng . _*MIG:algo así me dijo el maje . _,0,0,1,1,0,0,0,0,0,0,0,o tal vez están developing un curso nuevo o algo así tal vez están tratando de de ver cómo cómo se comunica la gente me entendés para para dar una clase platicada el maje me dijo que trabajaba para para no sé que no sé qué compañía que hace research algo así me dijo el maje
474,*TOM:+< ni quiera dios . _*TOM:+< xxx . _*MIG:pero lo que pasa es que <si nos> [/] si nos agarran de verdad cuando cagamos a alguien loco &uf se queman los micrófonos . _*TOM:+< xxx . _*MIG:no pues sí <de hecho> [/] de hecho no pues we@s:eng [//] we've@s:eng solo nos hemos estado poniendo al día pues . _*MIG:pero no +/. _,1,0,0,0,0,0,1,0,0,0,0,ni quiera dios pero lo que pasa es que si nos si nos agarran de verdad cuando cagamos a alguien loco uf se queman los micrófonos no pues sí de hecho de hecho no pues we we've solo nos hemos estado poniendo al día pues pero no
475,*TOM:al día del [///] le [//] de lo que sucede en un barrio fino . _*MIG:pero no +/. _*MIG:a huevo <de lo> [=! laughs] de lo que pasa en el Reparto_Chip@s:eng&spa . _*TOM:&=laughs . _*MIG:oye y qué películas hay en el cine ahorita ? _,0,0,0,0,0,0,0,0,0,1,0,al día del le de lo que sucede en un barrio fino pero no a huevo de lo de lo que pasa en el Reparto Chip oye y qué películas hay en el cine ahorita
476,*MIG:pues <ni turca> [=! laughs] ni turca . _*TOM:qué más hermano ? _*MIG:vos fuiste [/] fuiste a Frost@s:eng&spa este jueves con todos estos majes ? _*TOM:no no fui . _,0,0,0,0,0,0,0,0,0,1,0,pues ni turca ni turca qué más hermano vos fuiste fuiste a Frost este jueves con todos estos majes no no fui
477,*MIG:entonces lo tengo en speaker@s:eng de [/] de [/] del teléfono de la casa . _*MIG:o sea el maje no pudo venir . _*MIG:estoy chateando con la Tania@s:eng&spa también . _%com:third person talks on the phone*MIG:&aja . _%com:MIG is talking to this third person on the phone,0,0,0,1,0,0,0,0,0,0,0,entonces lo tengo en speaker de de del teléfono de la casa
478,*MIG:&aa lo de Fronz@s:eng&spa . _*MIG:a pues sí <que te> [//] qué estábamos diciendo ? _*MIG:y dónde fue lo de Pin@s:eng&spa ? _*TOM:cómo ? _,0,0,0,0,0,0,0,0,0,1,0,aa lo de Fronz a pues sí que te qué estábamos diciendo y dónde fue lo de Pin cómo
479,*TOM:xxx encantado todavía . _*MIG:sí . _*TOM:&ah fue en la casa de Richard@s:eng&spa Corso@s:eng&spa . _*MIG:no sé quién es . _,0,0,0,0,0,0,0,0,0,1,0,encantado todavía sí ah fue en la casa de Richard Corso no sé quién es
480,*MIG:ah@s:eng&spa ah@s:eng&spa a Xavier@s:eng&spa yo te oí decir Richard@s:eng&spa Corso@s:eng&spa . _*TOM:el xxx de la Marla@s:eng&spa . _*TOM:sería qué estupidez xxx que se llama Richard@s:eng&spa xxx . _*TOM:a@s:eng meaning@s:eng Xavier@s:eng&spa Corso@s:eng&spa . _,1,0,0,0,0,0,1,0,0,1,0,ah ah a Xavier yo te oí decir Richard Corso el de la Marla sería qué estupidez que se llama Richard a meaning Xavier Corso
481,*MIG:a huevo . _*TOM:e igual Pin@s:eng&spa tampoco es mi bróder . _*MIG:eso es un show@s:eng&spa . _*TOM:para que pongan Calabria@s:eng&spa ? _,0,0,0,1,0,0,0,0,0,1,0,a huevo e igual Pin tampoco es mi bróder eso es un show para que pongan Calabria
482,*TOM:eso fue en el cumpleaños de la Mariela@s:eng&spa verdad ? _*TOM:a huevo . _*MIG:creo que lo borré ese video@s:eng&spa ni siquiera lo puse en el Facebook@s:eng&spa pues . _*TOM:+< xxx . _*MIG:no vale la pena . _,0,0,0,0,0,0,0,0,0,1,0,eso fue en el cumpleaños de la Mariela verdad a huevo creo que lo borré ese video ni siquiera lo puse en el Facebook pues no vale la pena
483,*TOM:y qué pasó con (.) Ryan y Ana@s:eng&spa se siguen jalando ? _*TOM:y y oíme . _*MIG:ideay if@s:eng it's@s:eng not@s:eng on@s:eng Facebook@s:eng&spa it's@s:eng not@s:eng official@s:eng así que déjame revisar . _*TOM:sí no sí yo no tengo ninguno de los dos en Facebook@s:eng&spa . _,1,1,0,0,0,1,0,0,0,1,0,y qué pasó con Ryan y Ana se siguen jalando y y oíme ideay if it's not on Facebook it's not official así que déjame revisar sí no sí yo no tengo ninguno de los dos en Facebook
484,*MIG:le voy a escribir de paso . _*TOM:+< xxx ah@s:eng&spa huevo . _*MIG:le voy a escribir en su wall@s:eng de paso . _*TOM:pero ese nunca responde . _,0,0,0,1,0,0,0,0,0,0,0,le voy a escribir de paso ah huevo le voy a escribir en su wall de paso pero ese nunca responde
485,*TOM:pero ese nunca responde . _*MIG:le voy a escribir en su wall@s:eng de paso . _*MIG:sí ahí miro que el último mensaje es Happy_Valentine's_Day@s:eng . _*TOM:sí . _,0,0,1,1,0,0,0,0,1,0,0,pero ese nunca responde le voy a escribir en su wall de paso sí ahí miro que el último mensaje es Happy Valentine's Day sí
486,*TOM:sí . _*MIG:no pues sí se le nota pues . _*TOM:xxx . _*MIG:de hecho creo que tengo una foto de él <en mi> [//] en [/] en mi profile@s:eng . _*MIG:no sé si la has visto . _,0,0,0,1,0,0,0,0,0,0,0,sí no pues sí se le nota pues de hecho creo que tengo una foto de él en mi en en mi profile no sé si la has visto
487,*MIG:no sé si la has visto . _*MIG:de hecho creo que tengo una foto de él <en mi> [//] en [/] en mi profile@s:eng . _*TOM:yo [/] yo la tagueé@s:eng+spa . _*MIG:funny@s:eng funny@s:eng ah sí que sí es cierto . _,1,1,0,1,0,0,0,0,0,0,0,no sé si la has visto de hecho creo que tengo una foto de él en mi en en mi profile yo yo la tagueéspa funny funny ah sí que sí es cierto
488,"*MIG:este el maje me o sea pues igual pasamos hablando por teléfono y chat y todo pues . _*TOM:me imagino . _%com:long pause*TOM:mmhm@s:eng . _*MIG:(en)tonces (.) el maje pues tienes sus bróderes ahí y eso . _*MIG:entonces contándome el maje que +""/. _",0,0,0,1,0,0,1,0,0,0,0,este el maje me o sea pues igual pasamos hablando por teléfono y chat y todo pues me imagino mmhm entonces el maje pues tienes sus bróderes ahí y eso entonces contándome el maje que
489,"*MIG:+"" y no es lo mismo . _*MIG:+"" me pongo a contarles las mierdas . _*MIG:+"" y me doy cuenta que ala it's@s:eng not@s:eng Miguel@s:eng&spa . _*MIG:dice el +"". _",1,0,1,0,0,0,0,0,0,1,0,y no es lo mismo me pongo a contarles las mierdas y me doy cuenta que ala it's not Miguel dice el
490,*MIG:tal vez o sea le dije que el maje tal vez que se viniera para [/] para [/] para summer@s:eng pues . _*MIG:pero [/] pero bueno idiay . _*MIG:me dice porque si me vengo para summer@s:eng sería por [/] por [/] por menos tiempo me dice y +... _*MIG:y no sé si valdría la pena pues llegar para trabajar me entendés sólo por un mes o algo así . _,0,0,1,1,0,0,1,0,0,0,0,tal vez o sea le dije que el maje tal vez que se viniera para para para summer pues pero pero bueno idiay me dice porque si me vengo para summer sería por por por menos tiempo me dice y y no sé si valdría la pena pues llegar para trabajar me entendés sólo por un mes o algo así
491,*MIG:me dice porque si me vengo para summer@s:eng sería por [/] por [/] por menos tiempo me dice y +... _*MIG:pero el maje dice no sé . _*MIG:y que le den dos pay_checks@s:eng o sea no sé . _*TOM:sí en un mes puede ganarse sus trescientos . _,0,0,1,1,0,0,1,0,0,0,0,me dice porque si me vengo para summer sería por por por menos tiempo me dice y pero el maje dice no sé y que le den dos pay checks o sea no sé sí en un mes puede ganarse sus trescientos
492,*MIG:y estar leyendo . _*MIG:&ai ojalá que no sea largo porque me enturca llenar esos formularios largos y . _*MIG:like@s:eng a mí no +/. _*MIG:yo no leo . _,0,0,0,0,0,0,1,0,0,0,0,y estar leyendo ai ojalá que no sea largo porque me enturca llenar esos formularios largos y like a mí no yo no leo
493,*TOM:se me olvidó responderle a un comentario que me dejó el otro día en Facebook@s:eng&spa . _*MIG:cómo ? _*MIG:ni la he visto online@s:eng&spa ni nada . _*MIG:like@s:eng últimamente no ha habido nada interesante online@s:eng&spa . _,0,0,0,1,0,0,1,0,0,1,1,se me olvidó responderle a un comentario que me dejó el otro día en Facebook cómo ni la he visto online ni nada like últimamente no ha habido nada interesante online
494,*MIG:era [///] todavía eran las seis y pico de la ma(ñana) . _*MIG:este pero y me iba cruzando de carril o sea . _*TOM:&uju . _*MIG:enton(ces) yo cambiándome de carril <en el> [/] en el [/] <en el expré(s)> [/] en el exprés way@s:eng . _*MIG:y no jodás . _,0,0,0,1,0,0,0,0,0,0,0,era todavía eran las seis y pico de la mañana este pero y me iba cruzando de carril o sea uju entonces yo cambiándome de carril en el en el en el exprés en el exprés way y no jodás
